CENSUS_YEAR,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,GNR_LF,DATA_QUALITY_FLAG,ALT_GEO_CODE,DIM: Profile of Dissemination Areas (2247),Member ID: Profile of Dissemination Areas (2247),Notes: Profile of Dissemination Areas (2247),Dim: Sex (3): Member ID: [1]: Total - Sex,Dim: Sex (3): Member ID: [2]: Male,Dim: Sex (3): Member ID: [3]: Female
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Married couples,76,,68.51045977336676,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Common-law couples,77,,24.454182678834304,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Total lone-parent families by sex of parent,78,,32.709602615819065,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Female parent,79,,26.581546794344842,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Male parent,80,,7.354408367443103,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Total - Couple census families in private households - 100% data,81,,93.31743960334296,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Couples without children,82,,48.95510349223834,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Couples with children,83,,42.65789591573335,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,1 child,84,,20.68186390397236,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,2 children,85,,15.657747008005986,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,3 or more children,86,,6.796372653157389,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Total - Lone-parent census families in private households - 100% data,87,,31.575330637797084,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,1 child,88,,22.0184975673387,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,2 children,89,,11.529754204202689,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,3 or more children,90,,3.2142830605762263,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Total - Persons not in census families in private households - 100% data,91,,87.36314116370089,40.188577113324634,47.732599764661956
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Total - Private households by household type - 100% data,92,13,188.34763193722873,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,One-census-family households,93,,119.80371466115339,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Without children in a census family,94,14,46.11639131884508,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,With children in a census family,95,15,71.98288314693703,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Multiple-census-family households,96,,3.6923707099786167,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Non-census-family households,97,,66.85160958376768,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,One-person households,98,,59.565016778144305,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Two-or-more person non-census-family households,99,,7.662163692806336,,
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Total - Knowledge of official languages for the total population excluding institutional residents - 100% data,100,16,471.0573745991482,223.49264613253393,246.58645012579208
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,English only,101,,438.5227608344831,213.09223603008604,227.96853856671797
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,French only,102,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,English and French,103,,32.843362971256795,12.306369688696671,20.536993282560122
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Neither English nor French,104,,0.6189320388349514,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Total - First official language spoken for the total population excluding institutional residents - 100% data,105,18,471.0573745991482,225.42272940051328,248.49240971204082
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,English,106,,460.96571370329184,217.82203938997807,242.20287093065
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,French,107,,11.653516910099093,6.648885083378077,7.2434643012919615
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,English and French,108,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Neither English nor French,109,,0.6189320388349514,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Official language minority (number),110,20,11.021462734026857,4.731923952636027,6.611410125219727
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Official language minority (percentage),111,21,2.3512711864406786,2.135593220338983,2.690254237288136
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Total - Mother tongue for the total population excluding institutional residents - 100% data,112,22,471.3661238057398,222.873714093699,246.58645012579208
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Single responses,113,,466.95607119693267,222.25266146212005,244.70340973481262
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Official languages,114,,450.5526392915085,215.03188721690694,237.48263548959952
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,English,115,,439.2542274979086,208.06325138244398,229.88406607180832
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,French,116,,13.226374468835175,4.731923952636027,7.5536471335353
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Non-official languages,117,,13.5456673920183,8.518803337120215,5.980789574799217
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Aboriginal languages,118,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Algonquian languages,119,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Blackfoot,120,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Cree-Montagnais languages,121,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Atikamekw,122,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Montagnais (Innu),123,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Moose Cree,124,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Naskapi,125,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Northern East Cree,126,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Plains Cree,127,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Southern East Cree,128,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Swampy Cree,129,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Woods Cree,130,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,"Cree, n.o.s.",131,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Eastern Algonquian languages,132,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Malecite,133,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Mi'kmaq,134,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Ojibway-Potawatomi languages,135,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Algonquin,136,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Ojibway,137,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Oji-Cree,138,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Ottawa (Odawa),139,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,"Algonquian languages, n.i.e.",140,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Athabaskan languages,141,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Northern Athabaskan languages,142,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Babine (Wetsuwet'en),143,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Beaver,144,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Carrier,145,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Chilcotin,146,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Dene,147,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Dogrib (Tlicho),148,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Gwich'in,149,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Sarsi (Sarcee),150,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Sekani,151,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Slavey-Hare languages,152,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,North Slavey (Hare),153,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,South Slavey,154,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,"Slavey, n.o.s.",155,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Tahltan languages,156,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Kaska (Nahani),157,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Tahltan,158,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Tutchone languages,159,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Northern Tutchone,160,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Southern Tutchone,161,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,"Athabaskan languages, n.i.e.",162,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Haida,163,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Inuit languages,164,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Inuinnaqtun (Inuvialuktun),165,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Inuktitut,166,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,"Inuit languages, n.i.e.",167,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Iroquoian languages,168,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Cayuga,169,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Mohawk,170,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Oneida,171,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,"Iroquoian languages, n.i.e.",172,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Kutenai,173,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Michif,174,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Salish languages,175,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Comox,176,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Halkomelem,177,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Lillooet,178,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Okanagan,179,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Shuswap (Secwepemctsin),180,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Squamish,181,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Straits,182,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Thompson (Ntlakapamux),183,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,"Salish languages, n.i.e.",184,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Siouan languages,185,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Dakota,186,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Stoney,187,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,"Siouan languages, n.i.e.",188,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Tlingit,189,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Tsimshian languages,190,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Gitxsan (Gitksan),191,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Nisga'a,192,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Tsimshian,193,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Wakashan languages,194,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Haisla,195,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Heiltsuk,196,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Kwakiutl (Kwak'wala),197,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Nuu-chah-nulth (Nootka),198,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,"Wakashan languages, n.i.e.",199,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,"Aboriginal languages, n.o.s.",200,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Non-Aboriginal languages,201,,12.5695096439401,7.265696529469032,5.96978803030593
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Afro-Asiatic languages,202,,0.0,0.0,0.0
2016,35100-118-0,PollDiv,35100-118-0,4.7,10.9,11,35100-118-0,Berber languages,203,,0.0,0.0,0.0
